Year,-1,0,6,8,10,11,12,15
2015,2,0,0,0,0,2,0,0
2016,3,0,1,1,0,1,0,0
2017,3,0,2,0,0,0,0,0
2018,5,5,2,1,2,1,0,0
2019,3,11,4,3,3,2,2,0
2020,10,26,4,4,4,1,4,0
2021,8,23,3,8,5,5,3,0
2022,12,16,7,4,5,2,3,0
2023,6,16,4,4,3,7,1,1
