Year,34,38,86,139,161,230,246,254
2015,3,3,6,2,0,0,0,0
2016,12,5,1,3,5,1,6,3
2017,11,6,3,2,5,6,3,7
2018,8,6,7,3,1,2,8,3
2019,5,11,10,3,5,3,3,3
2020,4,8,7,3,8,5,6,2
2021,4,8,9,3,7,7,2,3
2022,7,10,4,6,7,4,0,2
2023,3,7,13,6,8,1,3,3
